Battle,belligerent,pos,Result,VorD
St._Clair's_Defeat,Buckongahelas,L,Decisive Native American victory,V
St._Clair's_Defeat,Arthur St. Clair,R,Decisive Native American victory,D
St._Clair's_Defeat,Richard Butler (general),R,Decisive Native American victory,D
St._Clair's_Defeat,William Darke,R,Decisive Native American victory,D
Battle_of_Zieleńce,Józef Poniatowski,L,Polish victory,V
Battle_of_Zieleńce,Irakly Morkov,R,Polish victory,D
Battle_of_Verdun_(1792),Nicolas-Joseph Beaurepaire,L,Prussian victory,D
Battle_of_Verdun_(1792),"Charles William Ferdinand, Duke of Brunswick-Wolfenbüttel",R,Prussian victory,V
Battle_of_Valmy,Charles François Dumouriez,L,"Decisive French victory
Republic proclaimed two days later",V
Battle_of_Valmy,François Christophe de Kellermann,L,"Decisive French victory
Republic proclaimed two days later",V
Battle_of_Valmy,"Charles William Ferdinand, Duke of Brunswick-Wolfenbüttel",R,"Decisive French victory
Republic proclaimed two days later",D
Battle_of_Valmy,"Friedrich Wilhelm, Fürst zu Hohenlohe-Kirchberg",R,"Decisive French victory
Republic proclaimed two days later",D
Battle_of_Valmy,"François Sébastien Charles Joseph de Croix, Count of Clerfayt",R,"Decisive French victory
Republic proclaimed two days later",D
Battle_of_Jemappes,Charles François Dumouriez,L,French victory,V
Battle_of_Jemappes,"Albert Casimir, Duke of Teschen",R,French victory,D
Battle_of_Jemappes,"François Sébastien Charles Joseph de Croix, Count of Clerfayt",R,French victory,D
Battle_of_Neerwinden_(1793),Prince Josias of Saxe-Coburg-Saalfeld,L,Coalition victory,V
Battle_of_Neerwinden_(1793),Charles François Dumouriez,R,Coalition victory,D
Siege_of_Toulon,Jean François Carteaux,L,French Republican victory,V
Siege_of_Toulon,Jacques François Dugommier,L,French Republican victory,V
Siege_of_Toulon,Jean François Cornu de La Poype,L,French Republican victory,V
Siege_of_Toulon,Napoleon,L,French Republican victory,V
Siege_of_Toulon,"Samuel Hood, 1st Viscount Hood",R,French Republican victory,D
Siege_of_Toulon,Charles O'Hara,R,French Republican victory,D
Siege_of_Toulon,Sidney Smith (Royal Navy officer),R,French Republican victory,D
Siege_of_Toulon,Marquess of Normanby,R,French Republican victory,D
Siege_of_Toulon,Juan de Lángara,R,French Republican victory,D
Siege_of_Toulon,Federico Carlos Gravina y Nápoli,R,French Republican victory,D
Battle_of_Hondschoote_(1793),Jean Nicolas Houchard,L,French victory,V
Battle_of_Hondschoote_(1793),Jean-Baptiste Jourdan,L,French victory,V
Battle_of_Hondschoote_(1793),"Prince Frederick, Duke of York and Albany",R,French victory,D
Battle_of_Hondschoote_(1793),Wilhelm von Freytag,R,French victory,D
Battle_of_Wattignies,Jean-Baptiste Jourdan,L,French victory,V
Battle_of_Wattignies,Lazare Carnot,L,French victory,V
Battle_of_Wattignies,Jacques Ferrand (general),L,French victory,V
Battle_of_Wattignies,Prince Josias of Saxe-Coburg-Saalfeld,R,French victory,D
Battle_of_Wattignies,"François Sébastien Charles Joseph de Croix, Count of Clerfayt",R,French victory,D
Battle_of_Wattignies,William I of the Netherlands,R,French victory,D
Battle_of_Kaiserslautern,"Charles William Ferdinand, Duke of Brunswick-Wolfenbüttel",L,Prussian–Saxon victory,V
Battle_of_Kaiserslautern,Lazare Hoche,R,Prussian–Saxon victory,D
Battle_of_Racławice,Tadeusz Kościuszko,L,Polish victory,V
Battle_of_Racławice,Alexander Tormasov,R,Polish victory,D
Warsaw_Uprising_(1794),Stanisław Mokronowski,L,Polish victory,V
Warsaw_Uprising_(1794),Jan Kiliński,L,Polish victory,V
Warsaw_Uprising_(1794),Iosif Igelström,R,Polish victory,D
Battle_of_Boulou,Jacques François Dugommier,L,French victory (first battle was Spanish),V
Battle_of_Boulou,"Luis Firmín de Carvajal, Conde de la Unión",R,French victory (first battle was Spanish),D
Battle_of_Boulou,John Forbes (Portuguese general),R,French victory (first battle was Spanish),D
Glorious_First_of_June,"Richard Howe, 1st Earl Howe",L,"British tactical victory
French strategic victory",V
Glorious_First_of_June,Louis Thomas Villaret de Joyeuse,R,"British tactical victory
French strategic victory",D
Battle_of_Szczekociny,Tadeusz Kościuszko,L,Russian-Prussian victory,D
Battle_of_Tourcoing,Joseph Souham,L,French victory,V
Battle_of_Tourcoing,Jean Victor Marie Moreau,L,French victory,V
Battle_of_Tourcoing,Prince Josias of Saxe-Coburg-Saalfeld,R,French victory,D
Battle_of_Tourcoing,"Prince Frederick, Duke of York and Albany",R,French victory,D
Battle_of_Fleurus_(1794),Jean-Baptiste Jourdan,L,Decisive French victory[2][3],V
Battle_of_Fleurus_(1794),Jean-Baptiste Kléber,L,Decisive French victory[2][3],V
Battle_of_Fleurus_(1794),Louis Antoine de Saint-Just,L,Decisive French victory[2][3],V
Battle_of_Fleurus_(1794),Prince Josias of Saxe-Coburg-Saalfeld,R,Decisive French victory[2][3],D
Battle_of_Fleurus_(1794),William I of the Netherlands,R,Decisive French victory[2][3],D
Battle_of_Sprimont,Jean-Baptiste Jourdan,L,"French victory

France completes annexation of Austrian Netherlands",V
Battle_of_Sprimont,François Séverin Marceau-Desgraviers,L,"French victory

France completes annexation of Austrian Netherlands",V
Battle_of_Sprimont,"François Sébastien Charles Joseph de Croix, Count of Clerfayt",R,"French victory

France completes annexation of Austrian Netherlands",D
Battle_of_Sprimont,"Maximilian Anton Karl, Count Baillet de Latour",R,"French victory

France completes annexation of Austrian Netherlands",D
Battle_of_Aldenhoven_(1794),Jean-Baptiste Jourdan,L,French victory,V
Battle_of_Aldenhoven_(1794),"François Sébastien Charles Joseph de Croix, Count of Clerfayt",R,French victory,D
Battle_of_Fallen_Timbers,Anthony Wayne,L,"Decisive American victory

Treaty of Greenville
British forces withdraw completely from the Northwest Territory
End of Northwest Indian War",V
Battle_of_Fallen_Timbers,Blue Jacket,R,"Decisive American victory

Treaty of Greenville
British forces withdraw completely from the Northwest Territory
End of Northwest Indian War",D
Battle_of_Fallen_Timbers,Buckongahelas,R,"Decisive American victory

Treaty of Greenville
British forces withdraw completely from the Northwest Territory
End of Northwest Indian War",D
Battle_of_Maciejowice,Tadeusz Kościuszko,L,Russian victory,D
Battle_of_Maciejowice,Alexander Suvorov,R,Russian victory,V
Battle_of_Praga,Józef Zajączek,L,Decisive Russian victory,D
Battle_of_Praga,Berek Joselewicz,L,Decisive Russian victory,D
Battle_of_Praga,Alexander Suvorov,R,Decisive Russian victory,V
Battle_of_San_Lorenzo_de_la_Muga,Jacques François Dugommier,L,French victory,V
Battle_of_San_Lorenzo_de_la_Muga,Pierre Augereau,L,French victory,V
Battle_of_San_Lorenzo_de_la_Muga,"Luis Firmín de Carvajal, Conde de la Unión",R,French victory,D
Battle_of_San_Lorenzo_de_la_Muga,John Forbes (Portuguese general),R,French victory,D
Battle_of_Richmond_Hill,William Paterson (explorer),L,New South Wales Corps victory,V
Battle_of_Richmond_Hill,Pemulwuy,R,New South Wales Corps victory,D
Capture_of_Trincomalee,Edward Hughes (Royal Navy officer),L,British victory,V
Capture_of_Trincomalee,Iman Willem Falck,R,British victory,D
Battle_of_Muizenberg,Abraham Josias Sluysken,L,British victory,D
Battle_of_Muizenberg,"George Elphinstone, 1st Viscount Keith",R,British victory,V
Battle_of_Muizenberg,James Henry Craig,R,British victory,V
Battle_of_Krtsanisi,Heraclius II of Georgia,L,Qajar victory,D
Battle_of_Krtsanisi,Solomon II of Imereti,L,Qajar victory,D
Battle_of_Krtsanisi,Agha Mohammad Khan Qajar,R,Qajar victory,V
Battle_of_Loano,Barthélemy Louis Joseph Schérer,L,French victory,V
Battle_of_Loano,"Olivier, Count of Wallis",R,French victory,D
Battle_of_Loano,"Prince Benedetto, Duke of Chablais",R,French victory,D
Battle_of_Montenotte,Napoleon,L,French victory,V
Battle_of_Montenotte,André Masséna,L,French victory,V
Battle_of_Montenotte,Amédée Emmanuel François Laharpe,L,French victory,V
Battle_of_Montenotte,Antoine-Guillaume Rampon,L,French victory,V
Battle_of_Montenotte,Eugène-Guillaume Argenteau,R,French victory,D
Battle_of_Montenotte,Mathias Rukavina von Boynograd,R,French victory,D
Battle_of_Lodi,Napoleon,L,French victory,V
Battle_of_Lodi,Johann Peter Beaulieu,R,French victory,D
Battle_of_Lodi,Karl Philipp Sebottendorf,R,French victory,D
Battle_of_Derbent,Catherine the Great,L,"Inconclusive

Russian tactical success
Russian withdrawal after the death of Catherine II
Persian strategic victory",I
Battle_of_Derbent,Valerian Zubov,L,"Inconclusive

Russian tactical success
Russian withdrawal after the death of Catherine II
Persian strategic victory",I
Battle_of_Derbent,Agha Mohammad Khan Qajar,R,"Inconclusive

Russian tactical success
Russian withdrawal after the death of Catherine II
Persian strategic victory",I
Battle_of_Castiglione,Napoleon,L,French victory,V
Battle_of_Castiglione,Pierre Augereau,L,French victory,V
Battle_of_Castiglione,André Masséna,L,French victory,V
Battle_of_Castiglione,Dagobert Sigmund von Wurmser,R,French victory,D
Battle_of_Würzburg,Jean-Baptiste Jourdan,L,Austrian victory,D
Battle_of_Würzburg,"Archduke Charles, Duke of Teschen",R,Austrian victory,V
Battle_of_Bassano,Napoleon,L,French victory,V
Battle_of_Bassano,Dagobert Sigmund von Wurmser,R,French victory,D
Battle_of_the_Bridge_of_Arcole,Napoleon,L,French victory[1],V
Battle_of_the_Bridge_of_Arcole,József Alvinczi,R,French victory[1],D
Battle_of_Millesimo,Pierre Augereau,L,Pyrrhic French victory,V
Battle_of_Millesimo,Giovanni Marchese di Provera,R,Pyrrhic French victory,D
Battle_of_Mondovì,Napoleon,L,French victory,V
Battle_of_Mondovì,Michelangelo Alessandro Colli-Marchi,R,French victory,D
Battle_of_Rivoli,Napoleon,L,Decisive French victory[1],V
Battle_of_Rivoli,André Masséna,L,Decisive French victory[1],V
Battle_of_Rivoli,Barthélemy Catherine Joubert,L,Decisive French victory[1],V
Battle_of_Rivoli,József Alvinczi,R,Decisive French victory[1],D
Battle_of_Rivoli,Peter Vitus von Quosdanovich,R,Decisive French victory[1],D
Battle_of_Rivoli,Josef Philipp Vukassovich,R,Decisive French victory[1],D
Battle_of_Neuwied_(1797),Lazare Hoche,L,French victory,V
Battle_of_Neuwied_(1797),Franz von Werneck,R,French victory,D
Battle_of_Cape_St_Vincent_(1797),"John Jervis, 1st Earl of St Vincent",L,British victory,V
Battle_of_Cape_St_Vincent_(1797),"William Waldegrave, 1st Baron Radstock",L,British victory,V
Battle_of_Cape_St_Vincent_(1797),"Sir Charles Thompson, 1st Baronet",L,British victory,V
Battle_of_Cape_St_Vincent_(1797),"Sir William Parker, 1st Baronet, of Harburn",L,British victory,V
Battle_of_Cape_St_Vincent_(1797),"Horatio Nelson, 1st Viscount Nelson",L,British victory,V
Battle_of_Cape_St_Vincent_(1797),José de Córdoba y Ramos,R,British victory,D
Battle_of_Camperdown,"Adam Duncan, 1st Viscount Duncan",L,Decisive British victory[1],V
Battle_of_Camperdown,Jan Willem de Winter,R,Decisive British victory[1],D
Battle_of_Naas,Michael Reynolds (United Irishmen),L,United Irishmen repelled,D
Battle_of_Carlow,"Thomas Mahon, 2nd Baron Hartland",R,British victory,V
Battle_of_Three_Rocks,Thomas Cloney,L,"United Irishmen victory.
British abandon Wexford.",V
Battle_of_Three_Rocks,John Kelly of Killanne,L,"United Irishmen victory.
British abandon Wexford.",V
Battle_of_Bunclody,Mogue Kearns,L,United Irishmen seize Bunclody but are then repelled by British.,V
Battle_of_New_Ross_(1798),Bagenal Harvey,L,"British victory, spread of rebellion into county Kilkenny halted",D
Battle_of_New_Ross_(1798),John Kelly of Killanne,L,"British victory, spread of rebellion into county Kilkenny halted",D
Battle_of_New_Ross_(1798),Philip Roche,L,"British victory, spread of rebellion into county Kilkenny halted",D
Battle_of_New_Ross_(1798),"Sir Henry Johnson, 1st Baronet",R,"British victory, spread of rebellion into county Kilkenny halted",V
Battle_of_New_Ross_(1798),"Luke Gardiner, 1st Viscount Mountjoy",R,"British victory, spread of rebellion into county Kilkenny halted",V
Battle_of_Antrim,Henry Joy McCracken,L,United Irishmen repelled,D
Battle_of_Antrim,William Lumley,R,United Irishmen repelled,V
Battle_of_Arklow,Anthony Perry,L,United Irishmen repulsed,D
Battle_of_Arklow,Michael Murphy (priest),L,United Irishmen repulsed,D
Battle_of_Arklow,"Francis Needham, 1st Earl of Kilmorey",R,United Irishmen repulsed,V
Battle_of_Foulksmills,Philip Roche,L,British victory,D
Battle_of_Foulksmills,John Moore (British Army officer),R,British victory,V
Battle_of_Vinegar_Hill,Anthony Perry,L,British victory; British regain control of County Wexford,D
Battle_of_Vinegar_Hill,John Murphy (priest),L,British victory; British regain control of County Wexford,D
Battle_of_Vinegar_Hill,Myles Byrne,L,British victory; British regain control of County Wexford,D
Battle_of_Vinegar_Hill,Mogue Kearns,L,British victory; British regain control of County Wexford,D
Battle_of_Vinegar_Hill,"Gerard Lake, 1st Viscount Lake",R,British victory; British regain control of County Wexford,V
Battle_of_Vinegar_Hill,"Francis Needham, 1st Earl of Kilmorey",R,British victory; British regain control of County Wexford,V
Battle_of_Vinegar_Hill,David Dundas (British Army officer),R,British victory; British regain control of County Wexford,V
Battle_of_Ballyellis,Joseph Holt (rebel),L,United Irishmen victory,V
Battle_of_the_Pyramids,Napoleon,L,Decisive French victory,V
Battle_of_the_Pyramids,Murad Bey,R,Decisive French victory,D
Battle_of_the_Pyramids,Ibrahim Bey (Mamluk),R,Decisive French victory,D
Battle_of_the_Nile,"Horatio Nelson, 1st Viscount Nelson",L,Decisive British victory,V
Battle_of_the_Nile,François-Paul Brueys d'Aigalliers,R,Decisive British victory,D
Battle_of_Castlebar,Jean Joseph Amable Humbert,L,"United Irish/French victory.
Republic of Connacht declared.",V
Battle_of_Castlebar,"Gerard Lake, 1st Viscount Lake",R,"United Irish/French victory.
Republic of Connacht declared.",D
Battle_of_Ballinamuck,Jean Joseph Amable Humbert,L,Decisive British victory,D
Battle_of_Ballinamuck,"Charles Cornwallis, 1st Marquess Cornwallis",R,Decisive British victory,V
Battle_of_Ballinamuck,"Gerard Lake, 1st Viscount Lake",R,Decisive British victory,V
Siege_of_El_Arish,Napoleon,L,French victory,V
Siege_of_El_Arish,Jean Reynier,L,French victory,V
Siege_of_El_Arish,Mustafa Pasha (Egypt),R,French victory,D
Siege_of_El_Arish,Murad Bey,R,French victory,D
Siege_of_Acre_(1799),Jazzar Pasha,L,Anglo-Ottoman victory,D
Siege_of_Acre_(1799),Sidney Smith (Royal Navy officer),L,Anglo-Ottoman victory,D
Siege_of_Acre_(1799),Napoleon,R,Anglo-Ottoman victory,V
First_Battle_of_Zürich,André Masséna,L,Austrian victory,D
First_Battle_of_Zürich,"Archduke Charles, Duke of Teschen",R,Austrian victory,V
First_Battle_of_Zürich,Friedrich Freiherr von Hotze,R,Austrian victory,V
Battle_of_Trebia_(1799),Alexander Suvorov,L,Austro-Russian victory,V
Battle_of_Trebia_(1799),Michael von Melas,L,Austro-Russian victory,V
Battle_of_Trebia_(1799),Jacques MacDonald,R,Austro-Russian victory,D
Battle_of_Trebia_(1799),Jean Victor Marie Moreau,R,Austro-Russian victory,D
Battle_of_Trebia_(1799),Jan Henryk Dąbrowski,R,Austro-Russian victory,D
Battle_of_Abukir_(1799),Napoleon,L,French victory,V
Battle_of_Abukir_(1799),Joachim Murat,L,French victory,V
Battle_of_Abukir_(1799),Mustafa Pasha (Egypt),R,French victory,D
Battle_of_Abukir_(1799),Murad Bey,R,French victory,D
Battle_of_Novi_(1799),Alexander Suvorov,L,Austro-Russian victory,V
Battle_of_Novi_(1799),Michael von Melas,L,Austro-Russian victory,V
Battle_of_Novi_(1799),Barthélemy Catherine Joubert,R,Austro-Russian victory,D
Battle_of_Novi_(1799),Jean Victor Marie Moreau,R,Austro-Russian victory,D
Battle_of_Callantsoog,Herman Willem Daendels,L,British victory,D
Battle_of_Callantsoog,Ralph Abercromby,R,British victory,V
Battle_of_Krabbendam,Guillaume Brune,L,British victory,D
Battle_of_Krabbendam,Herman Willem Daendels,L,British victory,D
Battle_of_Krabbendam,Ralph Abercromby,R,British victory,V
Battle_of_Bergen_(1799),Guillaume Brune,L,French-Dutch victory,V
Battle_of_Bergen_(1799),Herman Willem Daendels,L,French-Dutch victory,V
Battle_of_Bergen_(1799),"Prince Frederick, Duke of York and Albany",R,French-Dutch victory,D
