,Battle,Date,Location,Result,belligerent,opp,own,pos,VorD,Infantry,Cavalry,Artillery,Ships,Airforce,Special
3027,Battle of Thymbra,"December, 547 BC","Thymbra (Modern day Hanaï Tepeh), Lydia",Decisive Persian victory.,Dardanelles,"196,000 (Xenophon)
700 chariots
(300 engaged),
5-6 siege towers
(Xenophon)","420,000 (Xenophon)
300 chariots
(Xenophon)",L,D,420000.0,,,,,300.0
3028,Battle of Thymbra,"December, 547 BC","Thymbra (Modern day Hanaï Tepeh), Lydia",Decisive Persian victory.,Cyrus the Great,"420,000 (Xenophon)
300 chariots
(Xenophon)","196,000 (Xenophon)
700 chariots
(300 engaged),
5-6 siege towers
(Xenophon)",R,V,196000.0,700.0,5.0,,,
3029,Battle of Thymbra,"December, 547 BC","Thymbra (Modern day Hanaï Tepeh), Lydia",Decisive Persian victory.,Abradatas,"420,000 (Xenophon)
300 chariots
(Xenophon)","196,000 (Xenophon)
700 chariots
(300 engaged),
5-6 siege towers
(Xenophon)",R,V,196000.0,700.0,5.0,,,
3030,Battle of Tianshui,Spring of 228 CE,"Southern Liang Province, China",Territorial losses to Shu were retaken by Wei later; Overall stalemate,Zhuge Liang,">50,000",">60,000",L,I,60000.0,,,,,
3031,Battle of Tianshui,Spring of 228 CE,"Southern Liang Province, China",Territorial losses to Shu were retaken by Wei later; Overall stalemate,Zhao Yun,">50,000",">60,000",L,I,60000.0,,,,,
3032,Battle of Tianshui,Spring of 228 CE,"Southern Liang Province, China",Territorial losses to Shu were retaken by Wei later; Overall stalemate,Deng Zhi,">50,000",">60,000",L,I,60000.0,,,,,
3033,Battle of Tianshui,Spring of 228 CE,"Southern Liang Province, China",Territorial losses to Shu were retaken by Wei later; Overall stalemate,Cao Zhen,">60,000",">50,000",R,I,50000.0,,,,,
3034,Battle of Tianshui,Spring of 228 CE,"Southern Liang Province, China",Territorial losses to Shu were retaken by Wei later; Overall stalemate,Zhang He,">60,000",">50,000",R,I,50000.0,,,,,
3035,Battle of Tifernum,297 BC,"Città di Castello (Perugia, Umbria), Italy",Roman victory,Quintus Fabius Maximus Rullianus,"25,000","20,000",L,V,20000.0,,,,,
3036,Battle of Tifernum,297 BC,"Città di Castello (Perugia, Umbria), Italy",Roman victory,Lucius Cornelius Scipio Barbatus,"25,000","20,000",L,V,20000.0,,,,,
3037,Battle of Tigranocerta,6 October 69 BC,"Tigranocerta, Armenia",Roman victory,Tigranes the Great,"40,000 men consisting of:
24,000 infantry
3,300 Roman and 10,000 Gallic and Thracian cavalry
Bithynian infantry [1]","80,000–100,000 men consisting of:
Adiabenians, Corduenians, Iberians, Medians
20,000–25,000 Armenians [1]",R,D,90000.0,,,,,
3038,Battle of Tigranocerta,6 October 69 BC,"Tigranocerta, Armenia",Roman victory,Lucullus,"80,000–100,000 men consisting of:
Adiabenians, Corduenians, Iberians, Medians
20,000–25,000 Armenians [1]","40,000 men consisting of:
24,000 infantry
3,300 Roman and 10,000 Gallic and Thracian cavalry
Bithynian infantry [1]",L,V,40000.0,,,,,
3039,Battle of Tigranocerta,6 October 69 BC,"Tigranocerta, Armenia",Roman victory,Legatus,"80,000–100,000 men consisting of:
Adiabenians, Corduenians, Iberians, Medians
20,000–25,000 Armenians [1]","40,000 men consisting of:
24,000 infantry
3,300 Roman and 10,000 Gallic and Thracian cavalry
Bithynian infantry [1]",L,V,40000.0,,,,,
3040,Battle of Tinchebray,28 September 1106,"Tinchebray, Normandy",Victory for Henry I of England,"William, Count of Mortain",Unknown,Unknown,L,D,1.0,,,,,
3041,Battle of Tinchebray,28 September 1106,"Tinchebray, Normandy",Victory for Henry I of England,"Robert of Bellême, 3rd Earl of Shrewsbury",Unknown,Unknown,L,D,1.0,,,,,
3042,Battle of Tinchebray,28 September 1106,"Tinchebray, Normandy",Victory for Henry I of England,"Robert de Beaumont, 1st Earl of Leicester",Unknown,Unknown,R,V,1.0,,,,,
3043,Battle of Tinchebray,28 September 1106,"Tinchebray, Normandy",Victory for Henry I of England,"William de Warenne, 2nd Earl of Surrey",Unknown,Unknown,R,V,1.0,,,,,
3044,Battle of Tinchebray,28 September 1106,"Tinchebray, Normandy",Victory for Henry I of England,"Elias I, Count of Maine",Unknown,Unknown,R,V,1.0,,,,,
3045,Battle of Tinchebray,28 September 1106,"Tinchebray, Normandy",Victory for Henry I of England,"Alan IV, Duke of Brittany",Unknown,Unknown,R,V,1.0,,,,,
3046,Battle of Tinchebray,28 September 1106,"Tinchebray, Normandy",Victory for Henry I of England,"William, Count of Évreux",Unknown,Unknown,R,V,1.0,,,,,
3047,Battle of Tinchebray,28 September 1106,"Tinchebray, Normandy",Victory for Henry I of England,Raoul II of Tosny,Unknown,Unknown,R,V,1.0,,,,,
3048,Battle of Tinchebray,28 September 1106,"Tinchebray, Normandy",Victory for Henry I of England,Hugh de Grandmesnil,Unknown,Unknown,R,V,1.0,,,,,
3049,Battle of Tolbiac,496,"Zülpich, North Rhine-Westphalia
50°40′31″N 6°36′4″E﻿ / ﻿50.67528°N 6.60111°E﻿ / 50.67528; 6.60111Coordinates: 50°40′31″N 6°36′4″E﻿ / ﻿50.67528°N 6.60111°E﻿ / 50.67528; 6.60111","Decisive Frankish victory

End of Alamannic autonomy",Sigobert the Lame,Unknown,Unknown,L,V,1.0,,,,,
3050,Battle of Tolbiac,496,"Zülpich, North Rhine-Westphalia
50°40′31″N 6°36′4″E﻿ / ﻿50.67528°N 6.60111°E﻿ / 50.67528; 6.60111Coordinates: 50°40′31″N 6°36′4″E﻿ / ﻿50.67528°N 6.60111°E﻿ / 50.67528; 6.60111","Decisive Frankish victory

End of Alamannic autonomy",Clovis I,Unknown,Unknown,L,V,1.0,,,,,
3051,Battle of Tolbiac,496,"Zülpich, North Rhine-Westphalia
50°40′31″N 6°36′4″E﻿ / ﻿50.67528°N 6.60111°E﻿ / 50.67528; 6.60111Coordinates: 50°40′31″N 6°36′4″E﻿ / ﻿50.67528°N 6.60111°E﻿ / 50.67528; 6.60111","Decisive Frankish victory

End of Alamannic autonomy",Gibuld,Unknown,Unknown,R,D,1.0,,,,,
3052,Battle of Tong Pass (211),March – September 211 CE,"Tongguan County, Shaanxi, China",Decisive Cao Cao victory,Ma Chao,"60,000[citation needed]","100,000[citation needed]",R,D,100000.0,,,,,
3053,Battle of Tong Pass (211),March – September 211 CE,"Tongguan County, Shaanxi, China",Decisive Cao Cao victory,Han Sui,"60,000[citation needed]","100,000[citation needed]",R,D,100000.0,,,,,
3054,Battle of Tong Pass (211),March – September 211 CE,"Tongguan County, Shaanxi, China",Decisive Cao Cao victory,Yang Qiu (warlord),"60,000[citation needed]","100,000[citation needed]",R,D,100000.0,,,,,
3055,Battle of Tong Pass (211),March – September 211 CE,"Tongguan County, Shaanxi, China",Decisive Cao Cao victory,Liang Xing,"60,000[citation needed]","100,000[citation needed]",R,D,100000.0,,,,,
3056,Battle of Tong Pass (211),March – September 211 CE,"Tongguan County, Shaanxi, China",Decisive Cao Cao victory,Cao Cao,"100,000[citation needed]","60,000[citation needed]",L,V,60000.0,,,,,
3057,Battle of Tong Pass (211),March – September 211 CE,"Tongguan County, Shaanxi, China",Decisive Cao Cao victory,Cao Ren,"100,000[citation needed]","60,000[citation needed]",L,V,60000.0,,,,,
3058,Battle of Tong Pass (211),March – September 211 CE,"Tongguan County, Shaanxi, China",Decisive Cao Cao victory,Xu Huang,"100,000[citation needed]","60,000[citation needed]",L,V,60000.0,,,,,
3059,Battle of Tong Pass (211),March – September 211 CE,"Tongguan County, Shaanxi, China",Decisive Cao Cao victory,Zhu Ling (Three Kingdoms),"100,000[citation needed]","60,000[citation needed]",L,V,60000.0,,,,,
3060,Battle of Tora Bora,"December 6, 2001 – December 17, 2001","Pachir Wa Agam District, Nangarhar Province, Afghanistan",Failure to kill or capture Osama Bin Laden.,Tommy Franks,"~300–1,000","~50 Members of U.S. 1st SFOD-D
others from CIA SAD
5th Special Forces Group
160th SOAR
Kommando Spezialkräfte
Special Boat Service
other coalition forces (aircraft)
~100–1,000 Northern Alliance fighters",L,D,650.0,,,,,
3061,Battle of Tora Bora,"December 6, 2001 – December 17, 2001","Pachir Wa Agam District, Nangarhar Province, Afghanistan",Failure to kill or capture Osama Bin Laden.,"Michael Boyce, Baron Boyce","~300–1,000","~50 Members of U.S. 1st SFOD-D
others from CIA SAD
5th Special Forces Group
160th SOAR
Kommando Spezialkräfte
Special Boat Service
other coalition forces (aircraft)
~100–1,000 Northern Alliance fighters",L,D,650.0,,,,,
3062,Battle of Tora Bora,"December 6, 2001 – December 17, 2001","Pachir Wa Agam District, Nangarhar Province, Afghanistan",Failure to kill or capture Osama Bin Laden.,Reinhard Günzel (general),"~300–1,000","~50 Members of U.S. 1st SFOD-D
others from CIA SAD
5th Special Forces Group
160th SOAR
Kommando Spezialkräfte
Special Boat Service
other coalition forces (aircraft)
~100–1,000 Northern Alliance fighters",L,D,650.0,,,,,
3063,Battle of Tora Bora,"December 6, 2001 – December 17, 2001","Pachir Wa Agam District, Nangarhar Province, Afghanistan",Failure to kill or capture Osama Bin Laden.,Bismillah Khan Mohammadi,"~300–1,000","~50 Members of U.S. 1st SFOD-D
others from CIA SAD
5th Special Forces Group
160th SOAR
Kommando Spezialkräfte
Special Boat Service
other coalition forces (aircraft)
~100–1,000 Northern Alliance fighters",L,D,650.0,,,,,
3064,Battle of Tora Bora,"December 6, 2001 – December 17, 2001","Pachir Wa Agam District, Nangarhar Province, Afghanistan",Failure to kill or capture Osama Bin Laden.,Hazrat Ali (Afghan politician),"~300–1,000","~50 Members of U.S. 1st SFOD-D
others from CIA SAD
5th Special Forces Group
160th SOAR
Kommando Spezialkräfte
Special Boat Service
other coalition forces (aircraft)
~100–1,000 Northern Alliance fighters",L,D,650.0,,,,,
3065,Battle of Tora Bora,"December 6, 2001 – December 17, 2001","Pachir Wa Agam District, Nangarhar Province, Afghanistan",Failure to kill or capture Osama Bin Laden.,Zahir Qadir,"~300–1,000","~50 Members of U.S. 1st SFOD-D
others from CIA SAD
5th Special Forces Group
160th SOAR
Kommando Spezialkräfte
Special Boat Service
other coalition forces (aircraft)
~100–1,000 Northern Alliance fighters",L,D,650.0,,,,,
3066,Battle of Tora Bora,"December 6, 2001 – December 17, 2001","Pachir Wa Agam District, Nangarhar Province, Afghanistan",Failure to kill or capture Osama Bin Laden.,Mohammed Zaman,"~300–1,000","~50 Members of U.S. 1st SFOD-D
others from CIA SAD
5th Special Forces Group
160th SOAR
Kommando Spezialkräfte
Special Boat Service
other coalition forces (aircraft)
~100–1,000 Northern Alliance fighters",L,D,650.0,,,,,
3067,Battle of Tora Bora,"December 6, 2001 – December 17, 2001","Pachir Wa Agam District, Nangarhar Province, Afghanistan",Failure to kill or capture Osama Bin Laden.,Osama bin Laden,"~50 Members of U.S. 1st SFOD-D
others from CIA SAD
5th Special Forces Group
160th SOAR
Kommando Spezialkräfte
Special Boat Service
other coalition forces (aircraft)
~100–1,000 Northern Alliance fighters","~300–1,000",R,V,650.0,,,,,
3068,Battle of Tora Bora,"December 6, 2001 – December 17, 2001","Pachir Wa Agam District, Nangarhar Province, Afghanistan",Failure to kill or capture Osama Bin Laden.,Mohammed Omar,"~50 Members of U.S. 1st SFOD-D
others from CIA SAD
5th Special Forces Group
160th SOAR
Kommando Spezialkräfte
Special Boat Service
other coalition forces (aircraft)
~100–1,000 Northern Alliance fighters","~300–1,000",R,V,650.0,,,,,
3069,Battle of Tora Bora,"December 6, 2001 – December 17, 2001","Pachir Wa Agam District, Nangarhar Province, Afghanistan",Failure to kill or capture Osama Bin Laden.,Abdul Ghani Baradar,"~50 Members of U.S. 1st SFOD-D
others from CIA SAD
5th Special Forces Group
160th SOAR
Kommando Spezialkräfte
Special Boat Service
other coalition forces (aircraft)
~100–1,000 Northern Alliance fighters","~300–1,000",R,V,650.0,,,,,
3070,Battle of Tora Bora,"December 6, 2001 – December 17, 2001","Pachir Wa Agam District, Nangarhar Province, Afghanistan",Failure to kill or capture Osama Bin Laden.,Abdul Kabir,"~50 Members of U.S. 1st SFOD-D
others from CIA SAD
5th Special Forces Group
160th SOAR
Kommando Spezialkräfte
Special Boat Service
other coalition forces (aircraft)
~100–1,000 Northern Alliance fighters","~300–1,000",R,V,650.0,,,,,
3071,Battle of Tora Bora,"December 6, 2001 – December 17, 2001","Pachir Wa Agam District, Nangarhar Province, Afghanistan",Failure to kill or capture Osama Bin Laden.,Saif-ur-Rehman Mansoor,"~50 Members of U.S. 1st SFOD-D
others from CIA SAD
5th Special Forces Group
160th SOAR
Kommando Spezialkräfte
Special Boat Service
other coalition forces (aircraft)
~100–1,000 Northern Alliance fighters","~300–1,000",R,V,650.0,,,,,
3072,Battle of Tora Bora,"December 6, 2001 – December 17, 2001","Pachir Wa Agam District, Nangarhar Province, Afghanistan",Failure to kill or capture Osama Bin Laden.,Sufi Muhammad,"~50 Members of U.S. 1st SFOD-D
others from CIA SAD
5th Special Forces Group
160th SOAR
Kommando Spezialkräfte
Special Boat Service
other coalition forces (aircraft)
~100–1,000 Northern Alliance fighters","~300–1,000",R,V,650.0,,,,,
3073,Battle of Torches,9–11 May 1583,"Baştepe, near Derbent",Decisive Ottoman victory,Özdemiroğlu Osman Pasha,"50,000+",Disputed,L,V,1.0,,,,,
3074,Battle of Toro,1 March 1476,"Peleagonzalo, near Toro, Castile",Inconclusive:[1] both sides proclaimed victory,Afonso V of Portugal,"About 8,000 men: 5,000 footmen[2]
2,500[2] or 3,000 horsemen[3]","About 8,000 men: 5,000 footmen[2]
3,500 horsemen[2][3]",L,I,5000.0,3500.0,,,,
3075,Battle of Toro,1 March 1476,"Peleagonzalo, near Toro, Castile",Inconclusive:[1] both sides proclaimed victory,John II of Portugal,"About 8,000 men: 5,000 footmen[2]
2,500[2] or 3,000 horsemen[3]","About 8,000 men: 5,000 footmen[2]
3,500 horsemen[2][3]",L,I,5000.0,3500.0,,,,
3076,Battle of Toro,1 March 1476,"Peleagonzalo, near Toro, Castile",Inconclusive:[1] both sides proclaimed victory,Alfonso Carrillo de Acuña,"About 8,000 men: 5,000 footmen[2]
2,500[2] or 3,000 horsemen[3]","About 8,000 men: 5,000 footmen[2]
3,500 horsemen[2][3]",L,I,5000.0,3500.0,,,,
3077,Battle of Toro,1 March 1476,"Peleagonzalo, near Toro, Castile",Inconclusive:[1] both sides proclaimed victory,Ferdinand II of Aragon,"About 8,000 men: 5,000 footmen[2]
3,500 horsemen[2][3]","About 8,000 men: 5,000 footmen[2]
2,500[2] or 3,000 horsemen[3]",R,I,5000.0,2750.0,,,,
3078,Battle of Toro,1 March 1476,"Peleagonzalo, near Toro, Castile",Inconclusive:[1] both sides proclaimed victory,Pedro González de Mendoza,"About 8,000 men: 5,000 footmen[2]
3,500 horsemen[2][3]","About 8,000 men: 5,000 footmen[2]
2,500[2] or 3,000 horsemen[3]",R,I,5000.0,2750.0,,,,
3079,Battle of Toro,1 March 1476,"Peleagonzalo, near Toro, Castile",Inconclusive:[1] both sides proclaimed victory,"García Álvarez de Toledo, 1st Duke of Alba","About 8,000 men: 5,000 footmen[2]
3,500 horsemen[2][3]","About 8,000 men: 5,000 footmen[2]
2,500[2] or 3,000 horsemen[3]",R,I,5000.0,2750.0,,,,
3080,Battle of Tours,10 October 732[11],"Between Tours and Poitiers, France.[12]","Decisive Frankish victory, withdrawal of the Umayyad army.[13][14]",Abdul Rahman Al Ghafiqi,"Varying estimates 15,000–20,000, although other estimates range from 30,000 to 80,000 [15]","20,000–25,000. Other estimates also range up to 80,000, with 50,000 not an uncommon estimate.[15]

Arab sources: about 50,000 in the beginning of the campaign.",R,D,22500.0,,,,,
3081,Battle of Tours,10 October 732[11],"Between Tours and Poitiers, France.[12]","Decisive Frankish victory, withdrawal of the Umayyad army.[13][14]",Charles Martel,"20,000–25,000. Other estimates also range up to 80,000, with 50,000 not an uncommon estimate.[15]

Arab sources: about 50,000 in the beginning of the campaign.","Varying estimates 15,000–20,000, although other estimates range from 30,000 to 80,000 [15]",L,V,17500.0,,,,,
3082,Battle of Tours,10 October 732[11],"Between Tours and Poitiers, France.[12]","Decisive Frankish victory, withdrawal of the Umayyad army.[13][14]",Odo the Great,"20,000–25,000. Other estimates also range up to 80,000, with 50,000 not an uncommon estimate.[15]

Arab sources: about 50,000 in the beginning of the campaign.","Varying estimates 15,000–20,000, although other estimates range from 30,000 to 80,000 [15]",L,V,17500.0,,,,,
3083,Battle of Towton,29 March 1461,"Near Towton in Yorkshire, England",Decisive Yorkist victory,"Henry Beaufort, 3rd Duke of Somerset","25,000–30,000 soldiers","30,000–35,000 soldiers[1]",R,D,32500.0,,,,,
3084,Battle of Towton,29 March 1461,"Near Towton in Yorkshire, England",Decisive Yorkist victory,"Henry Percy, 3rd Earl of Northumberland","25,000–30,000 soldiers","30,000–35,000 soldiers[1]",R,D,32500.0,,,,,
3085,Battle of Towton,29 March 1461,"Near Towton in Yorkshire, England",Decisive Yorkist victory,"Henry Holland, 3rd Duke of Exeter","25,000–30,000 soldiers","30,000–35,000 soldiers[1]",R,D,32500.0,,,,,
3086,Battle of Towton,29 March 1461,"Near Towton in Yorkshire, England",Decisive Yorkist victory,Andrew Trollope,"25,000–30,000 soldiers","30,000–35,000 soldiers[1]",R,D,32500.0,,,,,
3087,Battle of Towton,29 March 1461,"Near Towton in Yorkshire, England",Decisive Yorkist victory,Edward IV of England,"30,000–35,000 soldiers[1]","25,000–30,000 soldiers",L,V,27500.0,,,,,
3088,Battle of Towton,29 March 1461,"Near Towton in Yorkshire, England",Decisive Yorkist victory,"Richard Neville, 16th Earl of Warwick","30,000–35,000 soldiers[1]","25,000–30,000 soldiers",L,V,27500.0,,,,,
3089,Battle of Towton,29 March 1461,"Near Towton in Yorkshire, England",Decisive Yorkist victory,"William Neville, 1st Earl of Kent","30,000–35,000 soldiers[1]","25,000–30,000 soldiers",L,V,27500.0,,,,,
3090,Battle of Towton,29 March 1461,"Near Towton in Yorkshire, England",Decisive Yorkist victory,"John de Mowbray, 3rd Duke of Norfolk","30,000–35,000 soldiers[1]","25,000–30,000 soldiers",L,V,27500.0,,,,,
3091,Battle of Trancoso,29 May 1385,"Trancoso, Portugal",Portuguese victory,Juan Rodriguez de Castañeda,About 300 men,About 600 men,R,D,600.0,,,,,
3092,Battle of Trancoso,29 May 1385,"Trancoso, Portugal",Portuguese victory,Gonçalo Vasques Coutinho,About 600 men,About 300 men,L,V,300.0,,,,,
3093,Battle of Trancoso,29 May 1385,"Trancoso, Portugal",Portuguese victory,Martim Vasques da Cunha,About 600 men,About 300 men,L,V,300.0,,,,,
